,completed
227738,1
227740,1
227742,1
227743,1
227744,1
227745,0
227746,1
227747,0
227749,1
227750,1
227752,1
227754,0
227756,1
227757,1
227759,1
227760,1
227761,1
227762,1
227764,0
227765,1
227767,1
227768,1
227770,1
227771,1
227773,1
227775,1
227776,0
227777,1
227778,1
227779,1
227781,0
227783,0
227785,1
227787,1
227788,1
227790,1
227792,1
227794,1
227795,0
227796,1
227798,0
227799,0
227800,1
227801,0
227802,1
227804,1
227806,1
227808,1
227810,1
227812,1
227814,1
227816,0
227817,1
227819,1
227820,1
227821,1
227822,1
227823,1
227825,0
227826,1
227827,1
227828,1
227829,1
227831,1
227832,1
227833,1
227835,1
227837,1
227838,1
227839,1
227841,1
227842,0
227844,1
227846,0
227848,1
227850,1
227852,1
227853,1
227855,1
227857,1
227858,1
227859,0
227861,1
227863,0
227864,1
227865,1
227867,1
227868,1
227870,1
227871,0
227872,1
227873,1
227874,1
227875,1
227877,0
227879,1
227881,0
227882,0
227883,0
227885,1
227887,1
227888,1
227890,1
227892,1
227894,1
227895,1
227896,0
227898,1
227900,1
227902,1
227904,0
227905,1
227906,1
227908,1
227910,1
227911,0
227912,1
227914,1
227916,1
227917,0
227918,1
227920,0
227922,0
227923,1
227925,0
227926,0
227928,1
227930,1
227932,1
227934,0
227936,0
227938,1
227940,1
227941,0
227943,1
227945,1
227947,0
227948,1
227950,1
227952,1
227954,1
227955,1
227956,1
227957,1
227958,0
227960,1
227962,1
227963,1
227965,0
227967,1
227968,1
227969,0
227970,0
227971,1
227973,1
227975,0
227976,0
227978,0
227980,0
227982,1
227984,1
227986,1
227988,0
227990,0
227992,1
227993,0
227994,0
227996,1
227998,0
227999,1
228000,1
228002,0
228003,0
228005,1
228006,1
228008,1
228010,1
228012,0
228013,1
228014,1
228016,1
228018,0
228019,0
228020,0
228022,1
228024,1
228025,1
228027,0
228029,0
228031,0
228033,1
228035,0
228036,1
228037,1
228038,0
228039,0
228040,0
228041,1
228042,1
228044,1
228045,0
228046,0
228047,0
228048,1
228050,0
228051,0
228052,0
228054,0
228056,0
228057,0
228059,1
228061,1
228063,1
228065,0
228066,1
228067,1
228069,1
228070,0
228072,0
228073,1
228074,1
228075,0
228077,0
228078,1
228079,1
228080,1
228082,0
228083,0
228085,1
228086,1
228088,1
228089,0
228090,1
228092,1
228094,0
228096,0
228098,1
228099,1
228101,0
228102,1
228104,1
228106,1
228108,1
228110,0
228112,1
228113,1
228115,1
228117,0
228119,0
228120,1
228122,1
228123,1
228124,0
228125,0
228126,0
228127,1
228129,1
228131,0
228133,1
228135,1
228136,0
228137,1
228139,1
228141,0
228143,0
228145,1
228146,0
228147,1
228148,0
228150,0
228151,1
228153,0
228155,1
228157,0
228158,1
228159,0
228160,0
228161,0
228162,1
228163,1
228165,1
228167,1
228168,1
228170,0
228172,0
228174,1
228176,1
228178,1
228180,1
228182,0
228183,1
228185,0
228187,0
228188,1
228190,1
228191,0
228192,0
228193,1
228194,1
228195,1
228196,1
228198,1
228199,1
228201,0
228202,1
228204,0
228206,1
228208,1
228209,0
228210,1
228211,0
228212,1
228214,1
228216,1
228217,1
228218,0
228219,1
228221,0
228223,1
228225,0
228226,0
228228,1
228230,1
228231,0
228232,1
228233,0
228235,0
228236,1
228238,1
228239,1
228241,1
228242,1
228243,1
228244,0
228246,1
228247,0
228249,0
228250,1
228251,0
228253,1
228255,1
228257,0
228258,0
228260,0
228261,1
228263,0
228265,0
228267,1
228268,1
228269,1
228271,0
228272,0
228273,1
228274,0
228276,0
228277,1
228278,1
228280,1
228282,0
228283,1
228285,1
228287,1
228288,0
228289,0
228290,1
228292,1
228294,1
228296,0
228298,0
228299,1
228300,0
228302,1
228303,1
228304,1
228305,1
228306,1
228307,0
228308,1
228309,0
228310,1
228311,1
228313,1
228315,1
228317,1
228319,1
228320,0
228322,1
228323,0
228325,1
228327,0
228328,1
228329,1
228331,0
228332,0
228333,1
228335,1
228336,1
228337,1
228339,1
228340,1
228342,1
228343,0
228345,1
228347,0
228348,1
228350,1
228352,1
228353,0
228355,0
228356,1
228358,1
228359,0
228360,1
228362,1
228363,1
228365,0
228367,0
228369,0
228370,1
228371,1
228372,0
228374,0
228376,1
228377,0
228379,1
228380,1
228381,0
228382,1
228383,0
228385,0
228386,0
228387,0
228389,0
228391,1
228393,0
228395,0
228396,1
228397,0
228398,0
228400,1
228401,0
228403,1
228405,0
228406,1
228408,1
228410,0
228411,0
228412,1
228414,1
228416,0
228418,1
228420,1
228422,1
228424,1
228426,0
228427,1
228428,1
228429,0
228431,1
228433,1
228435,0
228436,1
228437,0
228439,1
228441,0
228443,1
228444,0
228446,0
228448,1
228450,0
228452,1
228454,1
228455,1
228457,1
228459,0
228461,1
228462,1
228464,0
228466,1
228468,1
228470,1
228472,1
228473,1
228474,1
228475,1
228477,1
228478,1
228480,0
228481,0
228482,1
228484,1
228486,0
228487,0
228488,1
228489,0
228490,0
228491,1
228492,0
228493,0
228494,0
228495,1
228496,0
228497,0
228498,0
228499,1
228501,1
228502,0
228503,1
228505,1
228506,0
228507,1
228509,1
228510,0
228512,1
228514,0
228515,0
228516,1
228517,1
228519,0
228520,1
228521,0
228523,1
228524,1
228525,1
228527,0
228528,0
228530,1
228531,1
228533,1
228535,0
228537,1
228539,1
228540,0
228542,1
228543,1
228544,1
228546,1
228548,0
228550,0
228551,1
228553,1
228554,1
228555,0
228557,1
228558,1
228560,0
228561,1
228563,1
228565,1
228567,0
228568,1
228570,0
228571,0
228572,1
228574,0
228575,0
228576,1
228577,1
228579,1
228580,1
228582,1
228584,1
228586,1
228588,1
228590,0
228592,1
228593,0
228594,1
228596,1
228598,1
228599,0
228601,1
228603,1
228605,0
228607,1
228609,1
228610,0
228612,0
228613,0
228614,1
228615,1
228617,1
228618,0
228620,0
228622,0
228624,0
228626,0
228627,1
228628,1
228629,1
228631,1
228632,1
228633,0
228634,0
228635,1
228637,0
228639,0
228640,1
228641,1
228643,1
228644,1
228645,1
228646,1
228648,0
228650,0
228651,1
228652,1
228653,1
228654,0
228656,1
228658,0
228660,0
228661,1
228662,1
228663,1
228665,1
228667,1
228669,1
228670,1
228671,0
228672,0
228673,0
228674,1
228675,1
228677,1
228678,0
228680,0
228681,1
228683,0
228684,1
228686,0
228687,0
228688,1
228689,1
228691,1
228692,0
228693,1
228694,1
228696,0
228698,0
228700,1
228702,1
228704,1
228706,1
228707,1
228709,0
228710,1
228711,1
228712,1
228713,1
228715,1
228717,0
228719,0
228721,0
228722,0
228723,1
228724,1
228726,1
228728,1
228730,1
228731,1
228732,1
228734,0
228735,1
228737,1
228739,0
228741,1
228743,1
228745,1
228746,1
228748,1
228750,1
228752,1
228753,1
228754,0
228755,1
228757,1
228759,1
228761,0
228763,1
228764,1
228766,1
228768,0
228770,0
228772,0
228774,1
228776,0
228778,0
228779,0
228780,1
228781,0
228782,1
228783,0
228784,1
228786,1
228788,1
228790,1
228792,1
228794,1
228796,0
228798,1
228800,1
228802,1
228804,0
228806,1
228807,0
228809,0
228811,1
228813,0
228814,1
228816,0
228817,1
228819,0
228821,1
228823,0
228824,1
228826,1
228827,0
228829,1
228831,1
228832,1
228834,1
228835,0
228836,0
228837,1
228838,1
228840,1
228842,1
228844,1
228845,1
228846,1
228847,1
228848,0
228849,0
228851,1
228852,1
228854,1
228856,1
228858,0
228859,0
228861,1
228862,1
228863,0
228865,1
228866,1
228867,1
228869,1
228871,0
228873,0
228875,0
228876,1
228878,0
228879,0
228881,0
228883,1
228884,1
228886,1
228888,1
228890,1
228892,1
228893,1
228894,1
228896,1
228898,1
228899,0
228901,0
228903,0
228905,0
228907,0
228909,0
228910,0
228911,0
228913,0
228915,0
228916,1
228918,1
228920,0
228921,1
228923,0
228925,1
228927,0
228929,1
228931,1
228933,0
228935,1
228937,0
228938,0
228940,0
228942,1
228943,0
228945,1
228946,1
228947,1
228948,0
228949,0
228951,0
228952,0
228953,1
228955,0
228956,0
228958,1
228960,0
228962,1
228963,0
228965,0
228966,1
228968,0
228969,1
228970,1
228972,1
228974,1
228976,1
228978,0
228980,1
228982,1
228983,1
228985,1
228987,1
228989,1
228991,1
228993,1
228994,1
228996,1
228998,0
229000,1
229001,0
229002,1
229004,0
229005,1
229007,1
229008,0
229009,0
229010,1
229011,1
229012,0
229013,0
229015,0
229017,0
229019,1
229021,1
229023,1
229024,1
229025,0
229026,0
229028,1
229030,1
229032,1
229034,0
229035,0
229036,1
229038,1
229040,1
229042,1
229043,0
229044,1
229045,0
229047,0
229049,0
229051,0
229052,0
229053,1
229055,1
229056,1
229057,1
229059,0
229060,1
229062,1
229064,0
229065,0
229066,1
229068,0
229069,0
229071,0
229073,1
229075,0
229076,1
229077,1
229078,0
229079,1
229081,1
229083,1
229085,0
229087,1
229089,1
229091,1
229093,0
229094,0
229095,0
229097,0
229099,0
229101,1
229102,1
229104,1
229106,0
229108,1
229110,1
229112,0
229114,1
229115,0
229116,1
229117,0
229119,0
229121,1
229123,1
229125,0
229126,0
229127,0
229129,0
229130,0
229131,1
229133,1
229135,1
229137,1
229139,1
229141,1
229142,1
229143,1
229144,1
229145,1
229146,1
229148,1
229150,0
229151,0
229152,1
229153,1
229154,0
229155,0
229156,0
229158,0
229160,0
229162,0
229164,1
229165,1
229167,0
229168,1
229170,1
229172,0
229174,1
229176,1
229177,1
229178,0
229179,1
229181,1
229182,0
229183,1
229185,1
229187,1
229189,1
229191,1
229193,1
229194,0
229195,1
229196,0
229197,1
229199,0
229201,0
229203,1
229205,0
229207,0
229209,0
229210,0
229211,1
229213,1
229215,1
229216,1
229218,0
229219,0
229220,0
229221,1
229223,1
229225,1
229226,1
229227,1
229228,1
229229,1
229231,0
229233,0
229235,0
229237,1
229238,0
229240,1
229242,1
229244,0
229245,0
229246,1
229247,1
229249,1
229251,1
229253,1
229254,1
229256,1
229258,1
229259,1
229260,1
229261,0
229262,0
229264,1
229265,1
229266,0
229268,0
229270,0
229271,1
229273,0
229274,0
229276,0
229277,1
229279,1
229281,0
229282,0
229283,1
229285,0
229286,1
229288,0
229290,1
229292,1
229294,0
229296,0
229298,1
229299,1
229301,0
229302,1
229303,0
229305,0
229307,0
229308,0
229310,0
229311,0
229313,0
229315,0
229317,0
229319,1
229320,0
229321,1
229322,1
229324,0
229325,1
229327,1
229328,1
229330,1
229332,1
229334,1
229335,0
229336,1
229337,1
229339,1
229341,1
229343,0
229345,1
229346,1
229347,1
229348,1
229349,1
229350,1
229351,0
229353,0
229355,0
229356,1
229357,1
229359,1
229360,1
229362,1
229364,1
229366,1
229367,1
229368,1
229370,1
229372,1
229374,1
229375,1
229377,1
229378,1
229379,1
229381,1
229382,1
229383,1
229384,1
229386,1
229387,0
229389,0
229391,0
229392,0
229394,1
229396,1
229398,1
229399,1
229401,1
229403,1
229405,1
229407,0
229409,1
229411,0
229413,0
229414,1
229416,1
229418,0
229419,1
229421,0
229422,1
229423,1
229425,0
229427,1
229428,0
229430,1
229432,1
229434,1
229435,0
229436,1
229437,1
229439,1
229440,1
229442,1
229443,1
229444,1
229445,0
229447,0
229449,0
229451,1
229453,1
229455,1
229456,1
229457,1
229458,0
229460,1
229461,1
229462,1
229463,1
229465,0
229466,1
229467,1
229468,1
229470,0
229471,0
229473,1
229474,1
229476,1
229478,0
229479,1
229480,0
229482,1
229484,0
229486,0
229488,0
229490,1
229491,1
229493,1
229494,1
229495,0
229497,1
229499,1
229500,0
229502,0
229504,0
229506,1
229507,0
229508,1
229510,1
229512,1
229513,0
229515,1
229517,0
229518,0
229520,1
229522,1
229524,1
229526,1
229528,1
229530,1
229532,0
229534,1
229535,0
229537,0
229538,1
229540,1
229541,0
229542,1
229544,1
229546,1
229548,1
229549,1
229550,1
229551,1
229552,0
229553,1
229555,1
229556,1
229558,1
229560,1
229562,0
229563,1
229565,1
229567,1
229569,0
229570,1
229571,0
229572,0
229574,1
229575,0
229576,0
229577,0
229579,0
229581,1
229582,0
229583,1
229584,1
229585,0
229587,1
229588,1
229590,1
229592,1
229594,1
229596,1
229597,1
229598,1
229599,1
229600,1
229602,1
229604,0
229606,1
229608,1
229610,0
229611,0
229613,1
229614,1
229615,1
229617,1
229618,1
229620,1
229622,1
229624,0
229626,1
229628,1
229630,0
229632,1
229634,1
229636,1
229638,0
229640,0
229642,0
229644,0
229645,1
229646,1
229648,0
229650,0
229652,1
229653,0
229654,1
229656,0
229657,1
229659,1
229661,1
229663,1
229665,1
229666,1
229668,1
229670,1
229672,1
229674,1
229675,1
229677,1
229679,1
229680,1
229682,0
229683,0
229684,1
229685,0
229687,0
229688,0
229690,1
229692,0
229693,1
229695,0
229696,1
229698,1
229700,1
229701,0
229702,1
229703,1
229705,1
229706,0
229707,0
229709,0
229710,1
229711,1
229713,1
229714,1
229716,0
229717,0
229719,1
229720,0
229721,1
229722,1
229724,1
229725,1
229726,1
229727,1
229729,1
229731,0
229732,1
229734,1
229735,1
229736,0
229738,1
229740,1
229742,0
229744,1
229745,1
229747,1
229748,0
229750,1
229751,1
229752,1
229753,1
229755,0
229756,0
229758,0
229759,1
229761,0
229762,0
229763,1
229764,1
229766,0
229767,0
229768,0
229770,1
229771,1
229773,1
229774,0
229775,0
229777,1
229779,0
229781,0
229783,0
229785,1
229786,1
229787,0
229788,1
229790,0
229791,0
229792,0
229794,1
229795,1
229796,1
229798,1
229800,1
229802,1
229803,0
229805,0
229807,1
229809,0
229811,0
229812,1
229813,1
229815,0
229816,1
229817,0
229818,0
229819,0
229821,0
229822,0
229824,1
229826,0
229827,1
229829,1
229830,1
229831,1
229833,1
229834,0
229836,1
229838,1
229840,1
229841,1
229843,1
229844,1
229846,0
229847,0
229849,1
229851,1
229852,0
229854,1
229856,0
229858,1
229860,0
229862,0
229863,0
229865,1
229867,1
229869,1
229870,1
229872,0
229874,1
229876,1
229877,0
229879,1
229880,1
229881,0
229882,1
229883,0
229884,1
229886,0
229887,1
229889,1
229890,1
229892,1
229894,1
229895,1
229896,0
229897,0
229898,0
229899,0
229901,0
229903,0
229904,0
229906,1
229908,0
229909,1
229910,1
229912,1
229914,1
229916,0
229918,1
229919,1
229921,0
229922,0
229923,1
229924,0
229925,1
229927,1
229928,1
229929,1
229931,1
229932,0
229933,1
229934,1
229936,1
229938,0
229940,1
229942,1
229944,1
229946,1
229948,0
229950,1
229952,0
229953,1
229954,1
229955,0
229956,1
229958,0
229960,1
229961,0
229963,1
229965,1
229967,0
229969,0
229971,1
229972,1
229974,1
229976,1
229978,0
229979,1
229980,1
229981,0
229983,1
229985,1
229986,1
229988,1
229989,1
229990,1
229992,1
229993,0
229995,0
229997,0
229999,1
230000,0
230002,1
230003,0
230005,1
230006,0
230007,1
230008,1
230009,0
230010,1
230012,1
230014,1
230016,0
230017,1
230018,1
230020,1
230022,1
230024,1
230025,1
230027,0
230029,1
230031,0
230032,1
230034,0
230036,0
230037,1
230038,1
230040,0
230041,0
230042,0
230043,1
230045,1
230047,1
230049,1
230051,0
230053,1
230054,0
230056,0
230058,0
230060,0
230062,1
230063,1
230064,1
230066,1
230067,1
230069,0
230070,1
230072,1
230073,0
230075,0
230076,1
230078,1
230080,1
230082,0
230083,1
230084,1
230085,0
230086,1
230088,0
230089,0
230091,0
230092,1
230094,1
230095,0
230096,0
230097,0
230099,1
230101,1
230103,1
230104,0
230106,1
230107,0
230109,0
230110,1
230112,1
230113,1
230115,1
230116,1
230118,1
230120,1
230122,1
230123,0
230124,1
230126,1
230128,0
230130,1
230132,1
230134,1
230136,0
230138,1
230139,1
230140,1
230142,1
230144,0
230145,1
230146,1
230147,0
230149,0
230150,1
230152,1
230153,1
230155,1
230157,0
230159,1
230161,1
230162,0
230164,0
230165,1
230167,0
230168,1
230170,1
230172,1
230174,1
230176,0
230178,1
230180,1
230182,1
230184,0
230185,1
230187,0
230189,1
230191,0
230193,0
230195,1
230197,0
230199,0
230201,1
230202,1
230204,0
230206,1
230208,1
230210,1
230212,1
230214,1
230216,1
230218,0
230220,0
230222,0
230223,0
230224,0
230225,0
230227,1
230229,1
230230,1
230232,1
230233,1
230235,1
230237,0
230239,0
230240,1
230242,1
230243,0
230244,1
230245,0
230247,1
230248,0
230249,1
230250,0
230251,1
230253,0
230255,0
230256,1
230257,1
230258,1
230260,1
230261,1
230263,1
230265,0
230266,1
230268,1
230270,1
230272,0
230273,1
230274,1
230276,1
230278,0
230279,1
230280,0
230282,1
230284,1
230286,0
230287,1
230288,1
230290,0
230292,1
230294,0
230296,0
230297,1
230298,0
230299,1
230301,0
230303,1
230304,1
230305,0
230307,1
230309,1
230311,1
230312,1
230313,0
230314,0
230315,1
230316,1
230318,1
230320,1
230321,1
230322,1
230323,1
230324,0
230325,1
230326,1
230328,1
230329,1
230330,1
230332,1
230333,1
230334,1
230335,1
230337,1
230338,0
230339,0
230340,0
230342,0
230344,0
230346,0
230347,0
230349,0
230350,1
230352,0
230354,0
230356,1
230358,1
230360,1
230362,0
230363,0
230364,0
230366,1
230367,1
230369,0
230370,1
230371,1
230373,0
230375,0
230376,0
230378,1
230380,0
230382,1
230383,1
230384,1
230385,1
230386,1
230388,1
230390,1
230392,1
230393,0
230394,1
230396,1
230398,0
230400,0
230402,1
230404,1
230405,0
230407,1
230408,0
230409,0
230411,1
230413,1
230414,1
230416,1
230417,1
230419,1
230420,1
230421,1
230423,1
230425,0
230427,1
230429,1
230431,1
230433,0
230434,0
230435,1
230436,1
230437,1
230439,0
230440,1
230441,1
230442,1
230443,1
230445,0
230446,1
230448,1
230450,1
230452,0
230453,1
230455,0
230457,1
230458,0
230459,0
230461,1
230463,0
230465,0
230466,1
230467,1
230469,1
230471,1
230473,1
230474,0
230476,1
230478,1
230480,1
230482,1
230484,1
230486,1
230488,0
230490,0
230492,0
230493,1
230495,0
230496,1
230497,0
230498,1
230500,1
230501,0
230502,1
230504,1
230505,1
230507,1
230508,1
230510,0
230512,0
230513,1
230515,1
230517,1
230518,1
230519,0
230521,1
230523,1
230524,1
230526,0
230527,0
230528,1
230530,1
230531,1
230532,1
230534,0
230535,1
230537,0
230538,1
230539,1
230540,0
230542,0
230543,0
230545,1
230547,1
230548,1
230549,1
230551,1
230552,0
230554,1
230555,0
230557,1
230559,1
230560,0
230561,1
230563,0
230564,1
230566,1
230567,1
230568,0
230570,0
230571,1
230573,1
230574,1
230576,0
230578,0
230580,1
230582,1
230584,0
230585,0
230587,0
230588,0
230589,1
230590,1
230592,1
230594,1
230595,0
230597,0
230598,1
230600,0
230602,0
230604,1
230605,1
230606,1
230607,1
230608,1
230609,0
230610,1
230612,1
230614,1
230616,1
230618,1
230620,1
230622,0
230624,0
230626,1
230628,1
230629,1
230630,0
230632,0
230634,1
230635,1
230637,0
230638,1
230640,1
230641,1
230643,0
230645,1
230647,0
230648,1
230649,0
230650,1
230651,0
230653,0
230655,0
230656,1
230658,1
230660,1
230661,1
230663,1
230664,1
230666,1
230667,1
230669,0
230670,1
230672,1
230674,1
230675,0
230677,0
230679,1
230680,0
230681,1
230682,1
230683,0
230685,1
230687,1
230689,1
230690,1
230692,1
230693,0
230695,0
230697,1
230699,0
230700,1
230701,0
230702,1
230703,1
230705,1
230707,1
230709,0
230710,0
230711,0
230712,1
230714,1
230715,1
230716,1
230718,0
230720,0
230722,0
230724,0
230726,1
230727,0
230728,0
230730,1
230732,1
230733,1
230734,1
230735,0
230736,0
230737,1
230738,1
230739,0
230740,1
230742,0
230744,1
230746,0
230748,1
230750,0
230752,1
230753,0
230755,1
230756,1
230758,0
230760,1
230762,1
230764,0
230766,1
230767,0
230769,1
230770,0
230772,1
230773,1
230775,1
230776,1
230777,0
230779,0
230781,1
230782,1
230783,0
230785,1
230787,1
230788,0
230789,1
230791,0
230793,1
230795,1
230797,1
230799,1
230801,1
230803,1
230804,0
230805,1
230807,1
230809,1
230811,1
230813,1
230814,1
230815,1
230816,1
230817,1
230819,1
230821,0
230823,1
230825,1
230826,0
230827,1
230828,1
230829,0
230831,1
230833,1
230834,1
230835,1
230837,1
230838,0
230839,1
230841,1
230843,1
230845,1
230847,1
230849,1
230850,1
230851,1
230853,1
230855,1
230857,0
230859,1
230861,0
230862,1
230864,0
230865,0
230867,1
230869,0
230870,0
230871,0
230872,1
230874,1
230876,1
230878,1
230880,1
230882,0
230883,1
230885,0
230887,1
230889,1
230891,0
230893,0
230895,0
230896,1
230897,0
230899,0
230901,1
230903,0
230905,1
230906,1
230908,1
230910,1
230912,1
230914,1
230915,1
230917,1
230919,1
230921,1
230922,1
230924,1
230926,0
230928,1
230929,1
230931,0
230932,0
230933,0
230934,0
230935,1
230937,0
230939,1
230941,1
230943,0
230944,1
230946,1
230947,1
230948,1
230950,1
230952,1
230954,1
230955,1
230957,1
230958,1
230959,0
230960,1
230961,1
230963,1
230964,1
230966,1
230968,1
230970,1
230971,0
230972,1
230974,0
230976,1
230977,1
230979,1
230981,0
230983,0
230984,1
230985,1
230987,0
230988,1
230990,1
230992,1
230994,0
230996,0
230997,0
230998,0
230999,1
231000,0
231002,0
231003,1
231004,1
231005,1
231007,0
231008,0
231009,0
231010,0
231012,1
231014,1
231015,0
231016,1
231018,0
231019,1
231021,1
231023,1
231024,0
231026,0
231028,1
231030,1
231032,1
231033,1
231035,0
231036,1
231037,1
231038,0
231039,0
231041,0
231043,0
231044,0
231045,0
231046,1
231048,0
231049,0
231051,1
231052,0
231054,0
231055,1
231057,0
231059,1
231060,1
231062,0
231064,1
231066,1
231067,1
231068,1
231069,1
231070,1
231071,0
231073,1
231075,1
231077,1
231079,0
231080,1
231081,1
231083,1
231085,1
231086,1
231087,0
231089,0
231090,1
231092,1
231093,1
231095,1
231097,1
231098,0
231099,1
231100,1
231102,1
231104,1
231105,0
231107,1
231109,1
231111,1
231113,0
231114,1
231116,1
231118,1
231119,0
231121,0
231123,0
231125,0
231127,0
231129,1
231131,0
231132,1
231133,1
231135,0
